,algorithm,rand_setting,LPO_LCO_LDO,CV_split,MSE,RMSE,MAE,R^2,Pearson,Spearman,Kendall,Spearman: normalized,Pearson: normalized,Kendall: normalized,R^2: normalized
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_3,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,3,8.557138863456572,2.9252587686316867,2.2227197157185756,0.12959077549456322,0.4285329848024751,0.3994859286182059,0.271954802995241,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_2,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,2,4.3433584039971285,2.0840725524791908,1.6282912803332272,0.25233455150721606,0.508397014498472,0.41580952597842485,0.28457935031288933,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LDO_split_3,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LDO,3,11.240625997076394,3.3527042811850247,2.5957623102740954,-0.14336634162306794,0.13497604268628055,0.1837120221164845,0.12451968579645907,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LDO_split_1,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LDO,1,5.454446992612184,2.33547575294889,1.7733891044745205,0.03603831172375993,0.239988499472363,0.21950789353810665,0.15008573696675329,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_0,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,0,9.239514967894547,3.0396570477431406,2.303783546845859,-0.2026910737714993,0.033062959841700094,0.08415789105545424,0.06471933739096375,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_1,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,1,5.6738241350456695,2.381979037490815,1.8453194979333365,-0.0027321009094234405,0.226703756187203,0.17105968735962646,0.11352876266591529,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LDO_split_0,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LDO,0,8.958347371956924,2.993049844549356,2.234858515464322,-0.1660919926462454,0.06198607221180126,0.05465208960985446,0.03792501713090943,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_2,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,2,4.606430104038647,2.1462595611991215,1.6858863637846373,0.20704940524429427,0.4697876459580084,0.3725924681829034,0.2542446088988018,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_9,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,9,4.808517487776953,2.192833210204769,1.679802278161169,0.056119565860650145,0.3428853389561035,0.34353926912409277,0.23644237825921155,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_8,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,8,4.285536280423342,2.0701536852184046,1.577625322303963,0.17397896033517535,0.42123033121978215,0.45354194182650936,0.31070476056362456,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_3,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,3,9.01948413426491,3.0032456000575296,2.2818985759339436,0.08256225404136752,0.3810681526125794,0.34723657359040544,0.2340848185150747,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_1,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,1,5.700435613616443,2.3875585047525942,1.8362273821823,-0.007435134204155869,0.2177433412332488,0.17259085881314348,0.11620240285500391,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_0,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,0,9.444451954604252,3.073182707650857,2.35006776642493,-0.22936735336602854,0.00810341868583036,0.06194656023247456,0.04953653709490704,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_4,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,4,8.832691127868651,2.971984375441542,2.105569720121286,-0.3412843997697381,-0.049225708360996386,0.0749699595507803,0.056051697951570716,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_5,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,5,5.133427554263968,2.265706855324397,1.7532631808694674,0.0647363349725869,0.34934544388552824,0.31549661712220156,0.21427470459173906,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_7,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,7,4.88959456701126,2.2112427652818356,1.6500549104068165,-0.09575072187907296,0.22355196986758238,0.2034040944014507,0.1395464772700344,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_6,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,6,6.72994199889977,2.594213175299935,1.9543435852329305,0.16609019783975598,0.4395368871065033,0.43591760831232074,0.29592062037992484,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_0,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,0,9.752193825227597,3.122850272623969,2.3997176090397674,-0.2694255601128681,-0.029618559913889744,0.0023656373804875988,0.005697321820351554,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_1,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,1,5.790850690541286,2.4064186440728235,1.8433018622097177,-0.023414145516604146,0.2098500117204868,0.18809718042970264,0.12841342576632242,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_8,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,8,4.1357736113231764,2.033660151383012,1.5454394317254698,0.20284515292773408,0.45080330228942445,0.4513794213659115,0.31198247964428116,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_3,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,3,9.153091289641317,3.0254076237164003,2.310551398946664,0.06897209238158808,0.36558684153041743,0.3152577862846956,0.21176040567110646,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_2,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,2,4.427892638192404,2.1042558395291207,1.6509520701611207,0.2377828336327623,0.4952143691673269,0.41993310741060585,0.2885998899415755,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LDO_split_9,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LDO,9,4.84007759557705,2.200017635287738,1.6870162830351032,0.04992452376554235,0.33715745624445914,0.3445253799600991,0.23791380199529555,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_6,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,6,6.6779065857017965,2.5841645817752776,1.9711836581438036,0.17253792668085788,0.44647187922822473,0.4278251149258032,0.28939035709135225,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_7,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,7,5.0779591206689485,2.253432741545429,1.686122679180829,-0.13796293248634273,0.20395546214427537,0.19720856439956344,0.1343001534358518,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_5,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,5,4.935299846090274,2.22155347585654,1.7001620782508622,0.10083339576310968,0.37704128477661275,0.3472459277883316,0.23853117349593667,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LDO_split_4,MultiOmicsRandomForest,randomize-SVRC-methylation,LDO,4,8.798068924538047,2.966153894277579,2.106977509003894,-0.3360268604150023,-0.05004986802502752,0.07017939070829388,0.052033234348629095,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_0,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,0,9.240405141235007,3.0398034708242254,2.3308343069469144,-0.20280694603691596,-0.0038599069629567696,0.045635559127454144,0.03698888008985342,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_1,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,1,5.91438188678202,2.431950222924396,1.8587552281611317,-0.04524575202855452,0.16862042628304236,0.1295527927891296,0.08668740718899504,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_3,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,3,9.08594628545507,3.0142903452479604,2.2801071627103973,0.07580190219953464,0.3738532159493687,0.32994610397570506,0.2238714541363653,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_2,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,2,4.378153433513443,2.0924037453401394,1.6332947899840418,0.24634493726661066,0.502559211131912,0.4043043571126681,0.27800882803302257,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_6,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,6,7.250807957506231,2.692732433329801,2.04782237588123,0.10154948878690984,0.3830538496377602,0.37242106181022316,0.24614359807579375,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_7,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,7,4.749874114432157,2.1794205914490568,1.5879050225723579,-0.06443958049983922,0.22675365354089744,0.2303021401276173,0.15962751215658347,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LDO_split_8,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LDO,8,5.4688421446386295,2.33855556800317,1.8102292414943952,-0.054098805489745105,0.1634536609900161,0.14051000128180852,0.09636906817568872,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_9,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,9,4.7562311203137435,2.1808785203017944,1.6771712452249934,0.06638303674251644,0.3612699748229423,0.37381266439977134,0.25739234257588706,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_5,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,5,5.115528215423866,2.2617533498204145,1.7459864136719034,0.06799743120277657,0.31754452861672144,0.27358673187172283,0.18281617239018574,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LDO_split_4,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LDO,4,8.999780872368731,2.9999634785058187,2.128848731214435,-0.36665773892708153,-0.08558924438570725,0.03644868069796343,0.028354585216205163,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LDO_split_8,MultiOmicsRandomForest,randomize-SVRC-mutations,LDO,8,4.290753159443028,2.071413324144418,1.5829185557176952,0.1729734264767102,0.41779509635572504,0.42261697308019935,0.2886056024439244,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LDO_split_9,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LDO,9,4.411770615456432,2.1004215328015547,1.5536263922666746,0.13399837383862634,0.3671201609541153,0.38255047261827385,0.2586951726912587,,,,
MultiOmicsRandomForest_predictions_LDO_split_3,MultiOmicsRandomForest,predictions,LDO,3,8.76884621049477,2.9612237690682495,2.247529030050488,0.10805647171639743,0.407733606992716,0.37410459802378393,0.2544364864231731,0.3316866796428837,0.3640204773860318,0.22564809916683,0.06187530320437873
MultiOmicsRandomForest_predictions_LDO_split_2,MultiOmicsRandomForest,predictions,LDO,2,4.393642711299919,2.096101789346099,1.6361102670415277,0.24367861394123236,0.5010081401704499,0.4156794836400539,0.2845478421775638,0.3512988355737538,0.4548612528670346,0.23918667180089215,0.19102544537078447
MultiOmicsRandomForest_predictions_LDO_split_0,MultiOmicsRandomForest,predictions,LDO,0,9.173594356396123,3.028794208327156,2.3138678297529993,-0.1941103061335656,0.04546490395752753,0.08231917141567,0.06060998415554107,0.01510720177500515,-0.03062187594302368,0.011957383921945218,-0.26644347691865544
MultiOmicsRandomForest_predictions_LDO_split_1,MultiOmicsRandomForest,predictions,LDO,1,5.599785760440228,2.3663866464380305,1.7914717930965067,0.010352663994985356,0.24561513658029097,0.20376070722611758,0.13824975971363626,0.1529202988909501,0.17524135051251932,0.10328962878844879,-0.05169996369178498
MultiOmicsRandomForest_predictions_LDO_split_5,MultiOmicsRandomForest,predictions,LDO,5,5.009680582128577,2.238231574732288,1.730730927457067,0.08728190427730176,0.35990812425881985,0.3221056622485734,0.21928271212865605,0.2495431924546553,0.30242523015484285,0.16867546385244547,0.03737479167504243
MultiOmicsRandomForest_predictions_LDO_split_4,MultiOmicsRandomForest,predictions,LDO,4,8.665011043960336,2.9436390818101894,2.0916228788892903,-0.3158214148829821,-0.02313797466127321,0.10170038891901828,0.07327066562203531,0.04483784432268061,-0.08587903717590611,0.03354026182122018,-0.39255332479772376
MultiOmicsRandomForest_predictions_LDO_split_6,MultiOmicsRandomForest,predictions,LDO,6,6.567478935596986,2.562709295959451,1.9314517722397513,0.18622106092881685,0.4639361431128578,0.46961839415055445,0.3185427883705009,0.4191981880338867,0.40611451439514606,0.282711148972173,0.1286692515790332
MultiOmicsRandomForest_predictions_LDO_split_7,MultiOmicsRandomForest,predictions,LDO,7,4.968981260834423,2.2291211857668087,1.6665884037162029,-0.11354115948533328,0.21093129141773134,0.2120343249930583,0.14431780466339056,0.12999611148298926,0.1388158372712323,0.0881728792783347,-0.20426949369138203
MultiOmicsRandomForest_predictions_LDO_split_9,MultiOmicsRandomForest,predictions,LDO,9,4.600642658369633,2.1449108742252285,1.6487778557741868,0.09692403100533964,0.3800324318454704,0.38874952453682765,0.2686627142699779,0.29457043062090277,0.29080159502522707,0.20154765854283657,-0.0037760381789666564
MultiOmicsRandomForest_predictions_LDO_split_8,MultiOmicsRandomForest,predictions,LDO,8,4.082291354654861,2.0204681028550935,1.5452781488087481,0.2131536572469226,0.463937630588377,0.44244255173171676,0.30425500191022314,0.38023303590801016,0.4115208170467406,0.2608243002134489,0.15915712644979618
NaivePredictor_predictions_LDO_split_3,NaivePredictor,predictions,LDO,3,10.281853662892571,3.206532966132201,2.5394798163768315,-0.04584259014603376,0.0,0.0,0.0,0.00391426632953692,-0.01874809884191458,0.003368160619721301,-0.0978677919107307
NaivePredictor_predictions_LDO_split_2,NaivePredictor,predictions,LDO,2,5.811011750086277,2.410604021834834,1.9034647485163048,-0.0003072052093919808,0.0,0.0,0.0,0.013057090775510576,0.0017583661834396662,0.009283071977181095,-0.0734812897395527
NaivePredictor_predictions_LDO_split_0,NaivePredictor,predictions,LDO,0,7.748315493246906,2.7835796186290245,2.1715953726823694,-0.008584315613376248,0.0,0.0,0.0,0.010089510289645321,-0.004463121901656625,0.007169672839478642,-0.06769071759462353
NaivePredictor_predictions_LDO_split_1,NaivePredictor,predictions,LDO,1,5.854008098828653,2.419505755072439,1.8963361401637504,-0.0345759226871043,0.0,0.0,0.0,0.07046831854994365,0.028344703951614696,0.04825190275093835,-0.1023677771404976
NaivePredictor_predictions_LDO_split_5,NaivePredictor,predictions,LDO,5,5.5287241971756425,2.351323924340422,1.7979096510493842,-0.007283106835940467,0.0,0.0,0.0,0.054031782148418535,0.05034185633292357,0.03646883725879171,-0.06509208319255366
NaivePredictor_predictions_LDO_split_4,NaivePredictor,predictions,LDO,4,6.606605737059663,2.5703318340361547,1.934697090224009,-0.003243188544015174,0.0,0.0,0.0,0.034860945918409256,0.01899694313415482,0.024222365362606885,-0.06230134340446747
NaivePredictor_predictions_LDO_split_6,NaivePredictor,predictions,LDO,6,8.188874326101967,2.86162092634611,2.2081545661094144,-0.014686689768081296,0.0,0.0,0.0,-0.017230636376755624,-0.03680042300096304,-0.010765777615969538,-0.08473115438109535
NaivePredictor_predictions_LDO_split_7,NaivePredictor,predictions,LDO,7,4.4626706733340855,2.112503413804126,1.6454394824973448,-7.772521789384257e-05,0.0,0.0,0.0,0.041521319065505914,0.03606979811629749,0.02777499693968956,-0.07961258708263053
NaivePredictor_predictions_LDO_split_9,NaivePredictor,predictions,LDO,9,5.1731358517996044,2.274452868669651,1.775794672206791,-0.015452626733784669,0.0,0.0,0.0,-0.012602991186825582,-0.03664259897814083,-0.007291062633856545,-0.13610317223090207
NaivePredictor_predictions_LDO_split_8,NaivePredictor,predictions,LDO,8,5.373151060565556,2.3180058370430294,1.8275102026124115,-0.03565470804649906,0.0,0.0,0.0,0.03548369762763365,0.020642597317629116,0.024504001340386692,-0.11272782124026537
NaiveMeanEffectsPredictor_predictions_LPO_split_3,NaiveMeanEffectsPredictor,predictions,LPO,3,1.7169273725176126,1.3103157529838418,0.8974972462764141,0.7326771190835164,0.856075727217521,0.8490570146688375,0.6771874503859397,0.0,0.0,0.0,-1.248348227900209e-06
NaiveMeanEffectsPredictor_predictions_LPO_split_2,NaiveMeanEffectsPredictor,predictions,LPO,2,1.672739373334534,1.2933442594044844,0.8921170699624951,0.7415796452015702,0.8611726414668452,0.8536386966123206,0.6799400649534676,0.0,0.0,0.0,-0.00021625720787499247
NaiveMeanEffectsPredictor_predictions_LPO_split_0,NaiveMeanEffectsPredictor,predictions,LPO,0,1.74237982063733,1.3199923562798876,0.8979577453160931,0.7332353718218976,0.8563060280208286,0.8540342120861893,0.6818842086527775,0.0,0.0,0.0,-6.787998215340707e-05
NaiveMeanEffectsPredictor_predictions_LPO_split_1,NaiveMeanEffectsPredictor,predictions,LPO,1,1.7532796801196997,1.324114677858266,0.8948447937464425,0.7279034574731011,0.8533138775242564,0.8487457144296098,0.6781688450014601,0.0,0.0,0.0,-0.0005649755250851651
NaiveMeanEffectsPredictor_predictions_LPO_split_5,NaiveMeanEffectsPredictor,predictions,LPO,5,1.6281081343487847,1.2759734065993635,0.8814336845032897,0.7470745654262572,0.8643676545070557,0.8599848560633986,0.6866267147369675,0.0,0.0,0.0,-5.7671636638945145e-05
NaiveMeanEffectsPredictor_predictions_LPO_split_4,NaiveMeanEffectsPredictor,predictions,LPO,4,1.7100410779116377,1.3076853894999507,0.899782506688581,0.7364272243409454,0.8581848671897161,0.8559749332489234,0.6824201332946466,0.0,0.0,0.0,-7.428947620846671e-06
NaiveMeanEffectsPredictor_predictions_LPO_split_6,NaiveMeanEffectsPredictor,predictions,LPO,6,1.681918642007009,1.29688806070802,0.8872720572601106,0.7407863795069776,0.8607548958995882,0.8573699505448108,0.685413811656417,0.0,0.0,0.0,-0.0002615956889469029
NaiveMeanEffectsPredictor_predictions_LPO_split_7,NaiveMeanEffectsPredictor,predictions,LPO,7,1.7257484210218217,1.3136774417724548,0.8999751482766084,0.7334796873995082,0.8564397180428528,0.8509036913010409,0.6776047047312017,0.0,0.0,0.0,-1.02851144714311e-05
NaiveMeanEffectsPredictor_predictions_LPO_split_9,NaiveMeanEffectsPredictor,predictions,LPO,9,1.7195861849040115,1.3113299298437489,0.8874867647919682,0.7352591871726051,0.8574839530585905,0.8530016137177182,0.6813449219846369,0.0,0.0,0.0,-2.267935839128654e-09
NaiveMeanEffectsPredictor_predictions_LPO_split_8,NaiveMeanEffectsPredictor,predictions,LPO,8,1.7543848000135778,1.3245319173253538,0.9065277123343825,0.7302174613391974,0.8545776798881686,0.8540981329103933,0.6806286461107766,0.0,0.0,0.0,-2.4770880899804837e-06
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_4,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,4,1.6269833470966446,1.2755325739065406,0.8589637407823129,0.7492291136836186,0.8664939209111825,0.8638591976007891,0.6954103704011865,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_5,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,5,1.5488483757606315,1.2445273704345081,0.8429389149741846,0.7593875122521981,0.8724656998005609,0.8672950774559572,0.698557342282551,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_9,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,9,1.7783169047053347,1.3335354906058312,0.892907557763644,0.726217233570839,0.8527176799372833,0.8492785606382259,0.6789623853181673,,,,
MultiOmicsRandomForest_randomize-SVRC-gene-expression_LPO_split_8,MultiOmicsRandomForest,randomize-SVRC-gene-expression,LPO,8,1.788292187989752,1.337270424405532,0.9013861239584786,0.7250033137887294,0.8523726452610109,0.8530465966848546,0.6815601713818099,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_4,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,4,1.6116498827245573,1.2695077324398452,0.860477906013798,0.751592497708262,0.8680986659208747,0.8649176891730523,0.6959167291597487,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_5,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,5,1.5824085503387415,1.2579382140386473,0.8481315918119474,0.7541739631270141,0.8691388231855612,0.8639883123726677,0.6955367178248716,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_7,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,7,1.6508135258784549,1.2848398833623025,0.8637827917906327,0.7450524470410728,0.8639923242044252,0.8576748399683641,0.6891024016006888,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_6,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,6,1.6156206505676196,1.271070670957213,0.8540804583387356,0.7510040808649413,0.867591688335289,0.8636239341639989,0.6955546660789029,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_7,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,7,1.6340535121832396,1.2783010256521112,0.8624707320618811,0.7476408220526474,0.865690063222395,0.8573559331781235,0.6890410164082597,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_6,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,6,1.6357623095625657,1.2789692371447272,0.8564601477001297,0.7478998924574772,0.8655366780810626,0.8602075266732662,0.6925673826082438,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_2,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,2,1.5950348007700654,1.2629468717131633,0.8540376746218511,0.7535841711496507,0.8690921293801237,0.8605323136765255,0.6921334827265915,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_3,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,3,1.6538046638626085,1.286003368526929,0.8612068614253682,0.7425052251519544,0.862349712941628,0.8555243897547721,0.6874682663779058,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_2,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,2,1.6037458877598574,1.2663908905862586,0.8569307964606077,0.752238401314572,0.868554169985112,0.861147605841419,0.6922950434779042,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_3,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,3,1.6471370402688696,1.2834083684739124,0.8542220881558908,0.743543363617492,0.8628246966328308,0.8556288380850818,0.6885872333684636,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_1,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,1,1.6980983206306217,1.303111016234082,0.8664568995756919,0.7364672121889985,0.8586303214180757,0.8539181970899784,0.687177121845582,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_0,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,0,1.70607027625978,1.3061662513860095,0.863381696285113,0.7376826603556574,0.859606357455633,0.8581073189816617,0.6916746261412977,,,,
MultiOmicsRandomForest_randomize-SVRC-mutations_LPO_split_1,MultiOmicsRandomForest,randomize-SVRC-mutations,LPO,1,1.686042547378091,1.298477010723752,0.872853795944556,0.7383381824949328,0.8600952543637367,0.8556999392679722,0.6869750086858095,,,,
MultiOmicsRandomForest_randomize-SVRD-fingerprints_LPO_split_0,MultiOmicsRandomForest,randomize-SVRD-fingerprints,LPO,0,1.7174214762292952,1.3105042831785385,0.8647511337640621,0.7359373532489057,0.858492170051899,0.8575132179131879,0.6908188824101422,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_2,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,2,1.6062478271677594,1.2673783283486266,0.8583623175304211,0.7518518784169939,0.8682971516088713,0.8612431450309777,0.6925180063120975,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_9,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,9,1.6755062553202067,1.2944134792716764,0.8561803436993809,0.7420455619933835,0.861961282944294,0.8589838160121317,0.6920752339316769,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_8,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,8,1.6675095309994332,1.291320847426941,0.8637006345027737,0.74357680566394,0.8631405552124711,0.8614409414171873,0.6930307776365666,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_3,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,3,1.6556861139661398,1.2867346711603522,0.8626457124354675,0.7422122863415962,0.862148630245716,0.8546287251212005,0.6862404284035475,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_1,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,1,1.6829485644077335,1.297285074456549,0.8698746994802457,0.7388183466572265,0.860336738036166,0.8559549832233967,0.6876972078118276,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_0,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,0,1.705105500713265,1.3057968834061693,0.863387879207358,0.7378309997050017,0.8597220491049751,0.8575364329328325,0.691412668568367,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_4,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,4,1.6033372653114424,1.2662295468482176,0.8573757936952526,0.7528737415759486,0.8688863657118707,0.8654735011448543,0.6968445997777624,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_5,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,5,1.5563571402307212,1.2475404363108722,0.8431831518196047,0.7582210310605364,0.8716821465860533,0.8659162347633702,0.6973355097413653,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_7,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,7,1.639841997146803,1.280563156250719,0.8647001921677095,0.7467468627691392,0.8651484537801272,0.8572629333519796,0.6888150296793669,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_6,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,6,1.6135255628288072,1.2702462607025486,0.8516521049492466,0.7513269712024787,0.8677136493425612,0.8637876017733361,0.6960059072232635,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_0,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,0,1.6910925956343508,1.3004201611918937,0.8594250297661723,0.7399855580676548,0.8609412933572603,0.8592027642106392,0.6930309100122409,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_1,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,1,1.6740242803477046,1.2938409022548734,0.8675575877541547,0.7402033321018169,0.8610834078402251,0.8564663211126705,0.6880370432334805,,,,
MultiOmicsRandomForest_randomize-SVRC-copy-number-variation-gistic_LPO_split_8,MultiOmicsRandomForest,randomize-SVRC-copy-number-variation-gistic,LPO,8,1.6695042790887975,1.292092983917488,0.8642329562109875,0.7432700609842475,0.8630277097828835,0.8609707578415734,0.6926071828670521,,,,
MultiOmicsRandomForest_randomize-SVRC-methylation_LPO_split_3,MultiOmicsRandomForest,randomize-SVRC-methylation,LPO,3,1.6429461661801876,1.2817746159837102,0.8588865189832575,0.7441958760958165,0.8632452264667301,0.8552285112401211,0.6872170888505046,,,,
